取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-11-10,350.0,100,356,2010-11-10,356,-600.0,-1.0,-1.7142857142857144,1
short,2011-04-04,340.0,100,361,2011-05-06,343.0,-300.0,-0.14285714285714285,-0.8823529411764706,12
long,2011-07-20,298.0,100,287,2011-07-25,302.0,400.0,0.36363636363636365,1.342281879194631,3
