取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-11-25,270.0,100,275,2010-11-26,275.0,-500.0,-1.0,-1.8518518518518516,2
short,2011-05-27,306.0,100,315,2011-06-23,315,-900.0,-1.0,-2.941176470588235,12
