取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-08-26,2200.0,100,2267,2010-09-07,2040.0,16000.0,2.388059701492537,7.2727272727272725,4
long,2010-12-22,2130.0,100,2066,2010-12-24,2120.0,-1000.0,-0.15625,-0.4694835680751174,2
long,2011-01-04,2080.0,100,2020,2011-01-06,2120.0,4000.0,0.6666666666666666,1.9230769230769231,3
