取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-09-21,389.0,100,394,2010-09-21,394,-500.0,-1.0,-1.2853470437017995,1
short,2010-09-22,399.0,100,405,2010-10-06,400.0,-100.0,-0.16666666666666666,-0.2506265664160401,10
long,2011-03-15,447.0,100,440,2011-03-15,440,-700.0,-1.0,-1.5659955257270695,1
