総損益,勝ち数,負け数,分け数,勝率,平均損益,PF,総R倍数,平均R倍数,総損益率,平均損益率,平均期間
238233.75889036607,88,118,10,0.4074074074074074,1102.9340689368798,2.0922444487783567,26.183981446721656,0.12122213632741508,226.03288216934075,1.0464485285617628,3.810185185185185
