取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
long,2010-05-18,758.0,100,731,2010-06-07,721.0,-3700.0,-1.3703703703703705,-4.881266490765172,11
long,2011-03-15,672.0,100,657,2011-03-15,657,-1500.0,-1.0,-2.232142857142857,1
long,2011-03-16,610.0,100,592,2011-03-22,718.0,10800.0,6.0,17.704918032786885,4
