取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2011-04-06,2322.5,100,2394,2011-04-07,2394,-7150.0,-1.0,-3.0785791173304626,2
short,2011-04-11,2392.5,100,2475,2011-04-27,2467.5,-7500.0,-0.9090909090909091,-3.1347962382445136,12
