取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-12-30,3200.0,100,3240,2011-01-13,3500.0,-30000.0,-7.5,-9.375,2
short,2011-01-24,3500.0,100,3550,2011-03-10,3400.0,10000.0,2.0,2.857142857142857,11
long,2011-03-25,3300.0,100,3210,2011-03-29,3410.0,11000.0,1.2222222222222223,3.3333333333333335,2
long,2011-05-19,3220.0,100,3120,2011-05-27,3320.0,10000.0,1.0,3.1055900621118013,2
short,2011-07-05,3330.0,100,3405,2011-07-11,3280.0,5000.0,0.6666666666666666,1.5015015015015014,5
