取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
short,2010-06-21,841.0,100,853,2010-06-21,853,-1200.0,-1.0,-1.426872770511296,1
short,2010-06-22,850.0,100,863,2010-06-24,863,-1300.0,-1.0,-1.5294117647058825,3
long,2011-08-23,790.0,100,778,2011-08-23,778,-1200.0,-1.0,-1.5189873417721518,1
