取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
long,2010-09-02,475.0,100,461,2010-09-07,479.0,400.0,0.2857142857142857,0.8421052631578947,4
short,2010-10-15,450.0,100,467,2010-10-18,422.0,2800.0,1.6470588235294117,6.222222222222222,2
