取引種別,入日付,入値,数量,初期ストップ,出日付,出値,損益(円),R倍数,%損益,期間
long,2025-03-12,940.8,100,915,2025-03-14,909.4,-3139.9999999999977,-1.2170542635658927,-3.337585034013603,3
long,2025-03-17,950.0,100,925,2025-03-18,965.0,1500.0,0.6,1.5789473684210527,2
short,2025-05-13,883.4,100,910,2025-06-03,880.4,300.0,0.11278195488721796,0.3395970115462984,16
